	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
51068	713.11	708.18	995	748.61	981.29	1044.52	454.09	1051.79	872.1	848.22	748.61	866.07	1322.37	1030.12	728.11	1216.75	1073.91
51069	1044.52	1096.5	1378.57	1286.18	1037.29	1119.56	1313.23	1322.37	1277.29	1015.93	1304.15	785.88	518.15	1183.45	1259.69	902.89	967.76
51070	1225.22	1037.29	1529.73	1508.65	2319.15	1551.09	1350.18	1794.29	1322.37	1059.11	2193.99	954.43	890.44	1651	1250.98	1417.35	1119.56
51071	575.03	454.09	454.09	435.55	518.15	536.45	884.29	460.44	466.88	551.56	480.04	417.77	400.71	547.75	444.72	463.65	420.68
51072	555.41	507.46	429.54	587.13	660.68	819.3	947.83	514.56	429.54	1008.9	583.07	389.72	563.18	791.35	486.75	536.45	703.28
51073	981.29	1111.82	1175.27	1487.87	1832.01	1806.78	1605.83	1151.06	1066.48	1617	1769.57	848.22	1378.57	1397.83	1135.2	1183.45	1242.34
51074	575.03	684.02	511	529.06	420.68	909.17	579.04	587.13	753.83	457.25	500.46	791.35	599.49	547.75	493.56	551.56	656.11
51075	1250.98	1322.37	1617	2148.82	1745.2	2047	1769.57	1286.18	1111.82	1936.53	1594.73	1277.29	1883.54	1936.53	1023	1870.53	1991
51076	728.11	718.08	1208.34	536.45	403.5	518.15	616.37	872.1	813.63	426.57	1159.07	1096.5	529.06	665.29	1023	775.05	603.67
51077	785.88	708.18	733.19	674.59	616.37	559.28	463.65	660.68	785.88	555.41	463.65	583.07	389.72	878.17	753.83	583.07	981.29
51078	934.76	884.29	1369.04	1832.01	1662.49	2119.22	2384.37	1617	1037.29	1909.85	1769.57	708.18	1487.87	1388.16	1023	1628.26	1540.37
51079	6652.97	6561.36	7966.99	8901.53	10808.41	8247.98	9540.5	7081.29	5872.48	7485.11	10440.2	6207.38	5292.48	6337.83	6516.03	6652.97	6426.31
51081	1295.13	1088.92	1498.22	2032.85	2335.28	1709.26	1806.78	1208.34	1233.75	1963.57	1561.89	947.83	1216.75	1605.83	1096.5	1417.35	1605.83
51082	2701.35	1832.01	2758.13	3491.39	3794.3	3443.31	5076.84	3491.39	2935.74	3847.29	3419.52	2209.26	3124.78	2682.69	1883.54	4450.27	3325.99
51083	0	6.21	0	1.39	11.73	1.71	5.19	8.71	7.34	7.82	1.1	16.15	9.41	114.36	6.16	1.6	0
51084	819.3	703.28	1037.29	961.07	665.29	587.13	514.56	866.07	878.17	808	878.17	665.29	460.44	500.46	819.3	579.04	743.43
51085	6.67	17.77	13.93	3.14	1.91	1.73	3.26	20.71	31.22	2.94	7.17	11.04	94.01	14.78	11.55	5.59	21.01
51086	58.71	73.54	31.67	28.45	20.56	7.75	0	23.76	89.51	6.67	12.09	51.71	19.68	29.27	69.52	46.5	39.22
51087	441.64	85.82	154.42	7.22	3.38	9.48	21.63	22.59	44.25	17	16.03	78.34	0.39	13.22	124.37	3.99	12.55
51088	1963.57	1923.14	713.11	170.25	214.27	126.12	253.23	860.08	1781.89	151.22	334.46	1819.35	197.09	612.11	2255.7	256.78	525.39
51090	25.35	64.34	150.17	1447.15	1183.45	860.08	1001.93	279.14	43.63	279.14	258.57	62.12	258.57	283.05	53.57	438.59	633.73
51091	73.54	69.03	89.51	102.97	68.55	53.95	54.33	76.17	85.22	21.47	56.28	60.39	20.41	64.8	52.45	53.57	100.83
51092	669.92	612.11	665.29	381.68	435.55	420.68	595.34	738.29	825	420.68	571.05	551.56	373.81	447.82	571.05	395.18	454.09
51093	507.46	441.64	679.29	1259.69	738.29	1023	698.41	753.83	571.05	466.88	629.35	264.03	525.39	579.04	447.82	802.41	825
51094	1191.69	1167.14	1388.16	2367.9	2090.03	2303.12	2400.97	1447.15	1135.2	2485.67	1561.89	813.63	2935.74	1923.14	896.64	2997.45	2303.12
51095	211.31	260.38	232.94	267.73	244.57	232.94	260.38	237.86	265.87	220.32	215.77	241.19	293.07	265.87	212.78	212.78	287.01
51096	253.23	244.57	444.72	651.58	915.51	718.08	429.54	454.09	299.25	780.44	669.92	323.03	872.1	728.11	318.57	660.68	532.74
51097	775.05	595.34	988.12	3540.14	3515.68	2758.13	239.52	1561.89	559.28	237.86	1529.73	660.68	2434.5	1757.34	536.45	2178.83	2573.36
51098	688.78	660.68	915.51	688.78	780.44	529.06	403.5	708.18	543.96	473.41	713.11	525.39	503.95	947.83	540.19	703.28	638.15
51099	320.8	339.14	232.94	334.46	532.74	473.41	842.36	329.84	269.6	651.58	379.04	511	1286.18	412	194.36	547.75	470.14
51100	1447.15	1359.57	1233.75	1427.22	1685.71	1651	2047	1359.57	1447.15	2351.53	1295.13	1427.22	1477.58	1651	1388.16	1313.23	1417.35
51101	299.25	295.11	325.29	208.38	269.6	154.42	255	327.56	320.8	102.25	221.86	285.03	283.05	312	454.09	327.56	361.04
51102	403.5	414.87	473.41	633.73	358.54	450.94	432.53	381.68	384.34	389.72	483.38	277.2	327.56	389.72	493.56	307.69	400.71
51103	547.75	358.54	480.04	529.06	651.58	595.34	363.56	507.46	486.75	514.56	432.53	348.71	316.37	441.64	486.75	450.94	470.14
51104	127	143.01	224.97	483.38	476.71	928.3	239.52	241.19	151.22	432.53	409.15	129.69	555.41	441.64	110.43	397.93	587.13
51105	214.27	316.37	223.41	239.52	307.69	299.25	275.28	262.2	269.6	341.51	293.07	281.09	346.29	346.29	256.78	387.02	373.81
51106	220.32	223.41	279.14	356.05	262.2	275.28	205.5	327.56	223.41	186.4	260.38	147.06	158.79	182.55	255	248	334.46
51107	1304.15	1037.29	2417.67	4543.8	4769.75	4210.15	3349.13	2018.8	1250.98	3443.31	3235.01	848.22	3540.14	4512.4	941.27	3982.99	3235.01
51108	1651	1331.57	1709.26	1806.78	1963.57	2133.97	2119.22	1733.13	1407.55	2303.12	1745.2	1519.15	1733.13	2148.82	1350.18	2004.85	1896.65
51109	1617	1216.75	1143.1	1096.5	1242.34	1001.93	2193.99	1427.22	1806.78	1304.15	836.53	1359.57	796.86	2061.24	1359.57	921.88	1175.27
51110	400.71	420.68	323.03	312	454.09	358.54	214.27	275.28	348.71	167.9	262.2	283.05	208.38	435.55	295.11	258.57	403.5
51111	400.71	575.03	460.44	493.56	480.04	490.14	579.04	483.38	514.56	447.82	366.09	532.74	540.19	438.59	583.07	688.78	591.22
51112	1378.57	1259.69	1583.71	1617	1268.46	1605.83	1651	1583.71	1135.2	1175.27	1498.22	1143.1	947.83	1104.13	1369.04	1388.16	1594.73
51114	262.2	237.86	336.79	400.71	703.28	281.09	521.76	273.37	267.73	341.51	379.04	490.14	521.76	624.99	166.73	366.09	420.68
51115	753.83	884.29	733.19	665.29	660.68	607.87	693.58	928.3	860.08	684.02	688.78	723.08	463.65	660.68	1051.79	647.07	825
51116	830.75	575.03	921.88	1359.57	607.87	896.64	909.17	961.07	836.53	1051.79	1359.57	540.19	1001.93	1167.14	713.11	669.92	860.08
51117	480.04	417.77	723.08	1991	802.41	1639.59	1963.57	860.08	447.82	1008.9	1359.57	414.87	1225.22	1008.9	423.61	1088.92	1295.13
51118	1427.22	2061.24	1417.35	780.44	866.07	796.86	1059.11	1225.22	1963.57	1111.82	1331.57	1857.6	1304.15	1233.75	1709.26	854.13	780.44
51119	3325.99	7433.4	3690.52	1909.85	1923.14	1963.57	2400.97	3982.99	5255.91	3103.19	2701.35	6516.03	2915.45	2384.37	6745.86	3443.31	2061.24
51121	723.08	693.58	728.11	947.83	921.88	1030.12	1378.57	718.08	563.18	896.64	1081.39	532.74	813.63	1359.57	651.58	860.08	775.05
51122	381.68	363.56	343.89	234.57	595.34	287.01	343.89	305.55	323.03	320.8	293.07	312	239.52	463.65	299.25	316.37	325.29
51123	1561.89	1819.35	1963.57	2271.4	3280.18	2417.67	4671.57	2520.38	1781.89	4704.07	3564.78	2178.83	2777.33	3690.52	1529.73	2400.97	1651
51124	656.11	583.07	796.86	1143.1	1977.24	974.5	1388.16	679.29	612.11	866.07	1066.48	571.05	825	1199.98	567.1	934.76	1199.98
51125	1051.79	1008.9	1167.14	872.1	728.11	759.08	808	1030.12	1127.35	825	802.41	1175.27	543.96	1304.15	1096.5	738.29	915.51
51126	1259.69	1104.13	1167.14	1417.35	2075.59	1457.23	6699.25	1066.48	1135.2	4038.61	1427.22	1268.46	1286.18	1594.73	1073.91	1191.69	1295.13
51127	6.21	2.27	14.78	109.66	30.56	80.57	7.28	25.35	2.23	4.21	17.13	1.81	24.81	18.03	1.81	26.67	55.1
51128	684.02	733.19	595.34	780.44	1066.48	1081.39	1167.14	733.19	651.58	1044.52	620.67	571.05	890.44	1015.93	612.11	890.44	1135.2
51129	271.48	532.74	743.43	155.5	1151.06	2451.44	507.46	854.13	224.97	1340.84	921.88	1991	5366.37	780.44	435.55	967.76	444.72
51130	228.13	208.38	248	244.57	273.37	269.6	228.13	239.52	195.72	303.44	158.79	191.67	154.42	301.33	176.29	325.29	264.03
51131	743.43	753.83	830.75	830.75	981.29	1030.12	753.83	909.17	813.63	738.29	947.83	708.18	599.49	791.35	954.43	890.44	854.13
51132	246.28	260.38	260.38	181.28	156.59	166.73	165.57	185.11	228.13	253.23	147.06	854.13	249.73	249.73	204.07	332.14	215.77
51133	890.44	738.29	567.1	629.35	409.15	1066.48	1175.27	633.73	796.86	1208.34	444.72	802.41	361.04	620.67	738.29	559.28	733.19
51134	58.3	106.63	80.01	95.34	70.01	106.63	114.36	72.52	69.52	75.64	95.34	58.3	199.85	88.88	89.51	112.77	139.07
51135	178.77	217.27	190.34	206.94	218.79	190.34	156.59	248	190.34	182.55	185.11	194.36	131.51	208.38	218.79	214.27	275.28
51136	149.12	99.43	132.44	155.5	476.71	220.32	177.53	170.25	120.94	215.77	171.45	97.36	336.79	220.32	108.9	277.2	295.11
51138	1135.2	1023	1183.45	842.36	1208.34	884.29	708.18	1008.9	1030.12	860.08	884.29	909.17	743.43	934.76	1081.39	941.27	915.51
51141	329.84	314.17	329.84	285.03	480.04	228.13	217.27	314.17	318.57	167.9	258.57	236.21	153.34	358.54	320.8	264.03	320.8
51142	7749.1	6652.97	8022.41	8840.04	9876.98	7695.57	8658.09	7081.29	6337.83	8247.98	10512.82	8247.98	7081.29	9606.86	7589.61	7966.99	6887.62
51143	612.11	616.37	656.11	305.55	532.74	299.25	426.57	579.04	688.78	400.71	483.38	638.15	392.44	629.35	688.78	417.77	389.72
51144	1001.93	1023	1322.37	1119.56	915.51	470.14	941.27	698.41	884.29	599.49	1015.93	802.41	967.76	1037.29	967.76	1088.92	1233.75
51146	1.33	0	0.41	1.03	0	0	0	2.78	0	0.42	0	0	1.06	0	0	1.19	1.48
51147	1167.14	1023	1259.69	1427.22	1088.92	909.17	518.15	1407.55	1369.04	483.38	738.29	642.59	197.09	988.12	1250.98	575.03	1259.69
51148	1467.37	688.78	1088.92	587.13	638.15	441.64	146.03	860.08	708.18	251.48	1369.04	629.35	638.15	1561.89	791.35	954.43	1233.75
51149	384.34	466.88	775.05	669.92	287.01	312	297.17	718.08	543.96	141.02	441.64	368.65	463.65	339.14	603.67	503.95	656.11
51150	3124.78	2287.2	2875.3	2701.35	3639.7	2739.08	1745.2	2468.49	2209.26	1991	3742.05	1977.24	2835.7	3443.31	2485.67	3419.52	3103.19
51151	0	0	2.84	0.35	3.29	1	0.8	1.58	0	0	2.81	0	2.1	1.83	2.18	1.57	0
51154	341.51	376.41	480.04	785.88	417.77	543.96	591.22	371.22	327.56	813.63	723.08	518.15	688.78	642.59	387.02	483.38	490.14
51155	1350.18	503.95	1059.11	3280.18	6516.03	4671.57	10154.69	2367.9	376.41	9945.68	4937.99	423.61	7642.41	6516.03	285.03	6561.36	2335.28
51156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51157	1037.29	796.86	854.13	583.07	688.78	463.65	575.03	791.35	1104.13	291.04	748.61	674.59	332.14	525.39	854.13	480.04	555.41
51160	3794.3	3372.43	5147.73	6121.9	4769.75	5995.9	4450.27	4869.99	3467.27	3982.99	7180.15	3124.78	3982.99	3742.05	3955.48	5479.15	4210.15
51161	414.87	381.68	476.71	105.89	83.45	56.28	70.01	466.88	536.45	31.22	126.12	343.89	34.02	175.07	543.96	142.01	220.32
51162	753.83	616.37	2997.45	1051.79	723.08	1594.73	525.39	2075.59	764.36	1286.18	2739.08	981.29	361.04	1250.98	647.07	902.89	567.1
51163	206.94	134.3	164.42	201.25	204.07	103.69	120.94	191.67	198.47	111.21	183.82	65.72	105.89	206.94	183.82	113.56	206.94
51164	743.43	693.58	743.43	579.04	638.15	441.64	660.68	591.22	830.75	409.15	376.41	583.07	476.71	583.07	769.69	529.06	780.44
51166	73.03	118.43	105.15	108.14	110.43	63.89	20.56	144.01	117.6	23.42	84.63	125.24	60.39	117.6	117.6	115.16	202.66
51167	356.05	353.59	265.87	236.21	483.38	264.03	229.72	303.44	373.81	312	309.83	353.59	301.33	358.54	316.37	215.77	336.79
51168	8.85	5.36	17.13	14.35	8.92	10.16	5.23	21.78	5.28	13.22	12.09	12.74	9.56	16.88	8.85	27.05	28.24
51170	1096.5	947.83	1551.09	866.07	4095	708.18	432.53	1950	1963.57	463.65	1208.34	1183.45	902.89	1159.07	1066.48	1096.5	909.17
51171	285.03	232.94	356.05	728.11	267.73	166.73	76.17	532.74	75.64	125.24	493.56	208.38	329.84	470.14	190.34	518.15	540.19
51172	194.36	132.44	167.9	289.02	307.69	167.9	139.07	271.48	226.54	105.89	297.17	108.9	102.97	244.57	183.82	147.06	226.54
51174	180.02	177.53	218.79	141.02	220.32	154.42	202.66	234.57	172.65	277.2	163.28	169.07	104.42	169.07	187.71	226.54	137.14
51175	323.03	332.14	287.01	185.11	165.57	154.42	189.02	339.14	299.25	165.57	189.02	412	195.72	262.2	275.28	329.84	303.44
51176	36.79	71	131.51	91.41	217.27	76.71	138.1	123.5	49.56	325.29	356.05	17	122.64	473.41	10.55	329.84	208.38
51177	6983.79	5479.15	4903.87	878.17	1127.35	1216.75	1340.84	6935.54	8134.41	1073.91	4972.34	6840.04	1628.26	2075.59	9344.14	2240.11	1709.26
51179	0.88	0	0	1.69	1.83	0	2.78	5.87	3	0.83	1.07	0.88	2.1	0	0	0	0
51181	934.76	981.29	1369.04	2367.9	3443.31	2720.15	3716.2	1407.55	1242.34	3372.43	2047	733.19	1359.57	1295.13	1037.29	2004.85	2271.4
51182	305.55	351.14	392.44	454.09	551.56	441.64	435.55	400.71	318.57	417.77	521.76	379.04	486.75	738.29	293.07	656.11	426.57
51184	620.67	638.15	599.49	633.73	529.06	414.87	381.68	438.59	583.07	414.87	518.15	521.76	426.57	334.46	414.87	583.07	529.06
51185	708.18	708.18	825	591.22	503.95	441.64	417.77	866.07	1023	334.46	420.68	759.08	204.07	583.07	769.69	460.44	660.68
51186	2351.53	2224.63	1936.53	2193.99	3325.99	2018.8	2351.53	2367.9	1498.22	1233.75	3443.31	3491.39	2875.3	3081.75	1467.37	3768.09	2555.58
51187	1572.76	1977.24	2434.5	1977.24	2090.03	1259.69	1208.34	2434.5	2303.12	1427.22	1819.35	2816.11	1467.37	1572.76	1794.29	1844.76	1529.73
51188	265.87	346.29	493.56	669.92	1059.11	753.83	583.07	536.45	397.93	723.08	1175.27	366.09	1001.93	981.29	301.33	651.58	575.03
51191	212.78	130.6	166.73	56.28	95.34	73.03	29.48	138.1	120.94	51.71	99.43	107.38	50.27	163.28	149.12	154.42	139.07
51192	1340.84	679.29	928.3	1378.57	1427.22	934.76	723.08	947.83	525.39	529.06	1487.87	583.07	723.08	1628.26	529.06	954.43	1111.82
51193	633.73	480.04	612.11	392.44	507.46	281.09	339.14	470.14	603.67	348.71	420.68	392.44	303.44	511	633.73	301.33	447.82
51194	366.09	371.22	400.71	265.87	332.14	301.33	217.27	353.59	387.02	307.69	325.29	351.14	303.44	441.64	323.03	316.37	275.28
51195	40.93	18.84	221.86	2895.31	1769.57	3982.99	5329.3	497	25.54	4419.52	642.59	27.05	1628.26	423.61	27.64	1639.59	2061.24
51196	54.33	55.49	114.36	429.54	195.72	231.32	209.84	132.44	40.93	228.13	103.69	29.7	271.48	172.65	59.97	221.86	629.35
51199	307.69	343.89	251.48	190.34	204.07	236.21	191.67	341.51	307.69	281.09	189.02	249.73	178.77	301.33	420.68	175.07	289.02
51200	3.96	0.46	2.86	0.71	0.75	15.22	775.05	2.39	0	961.07	2.14	6.52	0	96.68	4.82	0.41	2.23
51201	120.1	191.67	262.2	463.65	156.59	323.03	890.44	220.32	110.43	224.97	309.83	85.22	473.41	220.32	81.14	656.11	693.58
51202	928.3	1242.34	1111.82	1175.27	878.17	1407.55	842.36	1119.56	1208.34	1167.14	1242.34	1605.83	2451.44	1088.92	1081.39	1397.83	1127.35
51203	1407.55	47.84	143.01	29.91	571.05	61.25	656.11	118.43	8.71	441.64	187.71	22.26	17.51	591.22	11.47	73.03	71
51204	417.77	336.79	379.04	423.61	525.39	341.51	435.55	389.72	450.94	334.46	403.5	177.53	145.02	483.38	403.5	258.57	356.05
51205	249.73	325.29	392.44	995	669.92	426.57	409.15	435.55	389.72	218.79	417.77	241.19	454.09	753.83	157.68	518.15	555.41
51206	0	1.35	4.86	2.05	2.58	11.91	2.41	3.96	2.18	4.54	3.89	0	1.77	4.74	2.2	2.36	4.39
51207	0	1.33	0	3.38	2.58	28.65	51.71	0	2.16	116.78	1.07	0.89	1.75	2.2	0	0	11.21
51208	1.33	3.53	0.42	0.69	58.71	0.69	2.41	0.82	3.03	0	0.73	1.33	1.77	1.85	3.96	0.8	2.23
51209	842.36	473.41	320.8	38.67	24.11	34.02	61.68	343.89	503.95	12.93	52.08	395.18	7.11	105.89	728.11	33.54	130.6
51213	0	0	0	0	63.89	0	0	0	0	0	0	0	0	0	0	0	0
51218	1277.29	995	1167.14	961.07	884.29	878.17	981.29	1044.52	1143.1	854.13	902.89	896.64	551.56	1111.82	1183.45	567.1	896.64
51222	1111.82	988.12	525.39	872.1	620.67	674.59	791.35	514.56	764.36	571.05	518.15	830.75	532.74	463.65	1378.57	603.67	616.37
51225	65.72	103.69	273.37	136.19	195.72	176.29	127.89	220.32	94.01	251.48	493.56	116.78	171.45	309.83	36.27	231.32	161.02
51226	2468.49	2018.8	2018.8	343.89	312	796.86	575.03	1883.54	2434.5	665.29	1540.37	1651	351.14	1304.15	2032.85	698.41	890.44
51227	842.36	819.3	748.61	1037.29	848.22	540.19	616.37	1088.92	1066.48	480.04	723.08	708.18	595.34	748.61	1143.1	703.28	733.19
51228	764.36	693.58	896.64	3614.55	1963.57	4038.61	14561.8	1066.48	665.29	15075.35	1088.92	532.74	1794.29	1407.55	638.15	1819.35	2148.82
51230	483.38	463.65	435.55	185.11	341.51	157.68	156.59	371.22	543.96	205.5	305.55	540.19	262.2	297.17	454.09	193.01	265.87
51231	518.15	500.46	599.49	708.18	1051.79	884.29	483.38	796.86	555.41	638.15	647.07	265.87	713.11	785.88	514.56	728.11	890.44
51232	503.95	915.51	1183.45	525.39	356.05	423.61	199.85	536.45	603.67	323.03	612.11	854.13	1096.5	660.68	728.11	723.08	693.58
51233	0	1.35	0	6.11	1.11	2.03	0	3.96	2.18	1.66	1.43	0	3.86	0	1.33	0.8	1.11
51234	2367.9	2178.83	2997.45	2997.45	3955.48	2591.27	3103.19	2384.37	2400.97	3928.15	2835.7	2417.67	2384.37	2835.7	2609.3	2520.38	2417.67
51236	214.27	248	299.25	435.55	269.6	189.02	511	226.54	273.37	166.73	444.72	135.24	88.26	339.14	224.97	149.12	329.84
51237	82.87	145.02	1111.82	163.28	995	36.27	204.07	1175.27	4.82	460.44	3768.09	23.25	16.88	318.57	2.25	85.22	39.5
51239	314.17	318.57	327.56	332.14	255	258.57	281.09	323.03	316.37	191.67	348.71	273.37	175.07	283.05	366.09	287.01	307.69
51241	693.58	660.68	974.5	1359.57	1388.16	1322.37	1540.37	921.88	688.78	1467.37	1437.15	607.87	974.5	1322.37	591.22	1008.9	1119.56
51244	312	323.03	343.89	403.5	275.28	379.04	325.29	500.46	466.88	381.68	343.89	244.57	373.81	297.17	305.55	325.29	343.89
51246	2835.7	2682.69	4328.55	5791.62	5711.87	6079.61	4704.07	3768.09	2609.3	3901.01	6935.54	2816.11	4607.24	5791.62	2537.92	5441.3	5329.3
51247	2287.2	2627.46	2502.97	2193.99	2875.3	1540.37	1540.37	2351.53	3039.3	1781.89	2835.7	2956.17	1819.35	2758.13	2485.67	2255.7	2485.67
51248	1378.57	1051.79	1378.57	1378.57	1605.83	1127.35	1674.06	1216.75	1088.92	1233.75	961.07	1015.93	688.78	1378.57	1167.14	884.29	1277.29
51249	521.76	373.81	493.56	830.75	669.92	587.13	866.07	629.35	444.72	400.71	470.14	361.04	371.22	896.64	441.64	507.46	764.36
51250	591.22	518.15	423.61	753.83	486.75	591.22	579.04	688.78	748.61	460.44	379.04	287.01	320.8	547.75	738.29	373.81	587.13
51251	253.23	234.57	432.53	525.39	728.11	642.59	470.14	460.44	316.37	674.59	571.05	316.37	753.83	688.78	217.27	759.08	525.39
51252	96.01	102.97	101.54	38.67	40.07	17.9	161.02	77.25	112.77	71.5	37.32	76.71	5.36	37.05	121.79	9.93	15.56
51253	1378.57	1044.52	1350.18	1331.57	1628.26	1183.45	1794.29	1331.57	1233.75	1721.16	1295.13	967.76	796.86	1651	1159.07	1059.11	1073.91
51255	3190.46	3168.41	4298.64	5954.47	3742.05	4123.49	4869.99	4123.49	3212.66	4419.52	4903.87	2875.3	2976.74	4450.27	3589.58	3690.52	3235.01
51256	297.17	197.09	244.57	323.03	507.46	412	473.41	381.68	231.32	373.81	339.14	244.57	155.5	454.09	202.66	241.19	309.83
51257	2555.58	2163.77	2119.22	395.18	780.44	616.37	713.11	1651	2351.53	473.41	1388.16	1487.87	392.44	713.11	2682.69	429.54	813.63
51258	3081.75	2956.17	3794.3	3303	3982.99	2997.45	4836.35	3395.89	3794.3	3874.05	3349.13	2720.15	1950	4639.29	3372.43	2591.27	2351.53
51259	217.27	220.32	351.14	616.37	480.04	473.41	277.2	332.14	226.54	246.28	493.56	152.28	444.72	540.19	202.66	620.67	575.03
51260	775.05	775.05	669.92	1199.98	723.08	896.64	1216.75	733.19	612.11	1119.56	1008.9	674.59	961.07	921.88	796.86	775.05	802.41
51263	265.87	297.17	339.14	466.88	239.52	285.03	295.11	199.85	303.44	299.25	287.01	239.52	316.37	277.2	165.57	325.29	429.54
51264	1733.13	1378.57	1832.01	2682.69	2591.27	2555.58	2537.92	2075.59	1757.34	2061.24	2075.59	1167.14	1757.34	2627.46	1572.76	1977.24	1963.57
51265	101.54	120.1	72.52	60.82	59.97	37.85	20.86	92.7	109.66	39.5	45.21	70.01	25.35	54.72	102.25	69.03	83.45
51266	0	0	1.62	0	10.88	1.68	0.8	2.76	0	0	1.07	0	0	4.35	0	5.45	1.11
51267	49.56	63.45	211.31	71	58.71	74.06	27.64	83.45	92.7	98.04	163.28	143.01	101.54	159.9	21.32	149.12	51.35
51268	346.29	127	103.69	58.3	7.06	13.83	29.48	150.17	173.85	7.06	51.35	127	6.01	50.63	201.25	13.03	56.28
51270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51271	1250.98	1183.45	1151.06	872.1	638.15	890.44	1268.46	1119.56	1216.75	1883.54	981.29	1378.57	1417.35	961.07	1104.13	1175.27	808
51272	693.58	708.18	1096.5	1277.29	848.22	825	753.83	1008.9	995	532.74	1001.93	579.04	842.36	693.58	836.53	941.27	967.76
51274	543.96	583.07	703.28	708.18	2090.03	2816.11	1259.69	813.63	607.87	1407.55	647.07	490.14	1183.45	1216.75	476.71	1733.13	2384.37
51276	45.53	50.27	68.55	76.17	71.5	43.94	51.71	83.45	80.01	31.9	41.22	35.5	42.11	70.51	70.01	51.35	75.11
51277	84.63	131.51	112.77	54.33	46.5	30.56	27.64	105.15	87.65	44.89	46.5	260.38	72.52	61.68	76.17	80.01	92.05
51278	177.53	1417.35	500.46	595.34	1167.14	1350.18	848.22	866.07	318.57	988.12	819.3	1183.45	2400.97	802.41	293.07	2956.17	836.53
51279	532.74	563.18	842.36	688.78	728.11	536.45	447.82	543.96	647.07	275.28	748.61	660.68	493.56	638.15	414.87	599.49	769.69
51280	521.76	343.89	575.03	825	1639.59	651.58	199.85	703.28	363.56	258.57	563.18	412	426.57	1044.52	293.07	497	656.11
51281	140.04	109.66	201.25	316.37	157.68	191.67	159.9	197.09	93.35	74.06	169.07	76.17	130.6	121.79	117.6	223.41	279.14
51282	842.36	872.1	802.41	1883.54	2855.44	1437.15	1340.84	860.08	733.19	1151.06	2178.83	872.1	1143.1	1313.23	819.3	1225.22	738.29
51283	878.17	674.59	1119.56	1030.12	915.51	808	599.49	974.5	954.43	647.07	1001.93	607.87	928.3	988.12	836.53	1051.79	981.29
51284	26.47	17.51	10.96	11.47	21.94	16.27	7.17	19.97	8.19	11.04	25.54	5.68	3.17	24.28	12.27	5.87	29.91
51285	2627.46	1639.59	1529.73	406.31	201.25	339.14	206.94	1313.23	1745.2	154.42	607.87	1639.59	143.01	669.92	3874.05	336.79	961.07
51286	253.23	43.32	45.21	57.08	5.92	24.63	6.41	48.18	64.8	4.98	56.68	84.04	0.73	14.24	50.63	13.42	13.62
51287	1044.52	1191.69	1268.46	1844.76	2119.22	1832.01	2004.85	1457.23	981.29	1388.16	1745.2	1127.35	1359.57	1991	1096.5	1487.87	1487.87
51289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51290	1674.06	1950	1388.16	1605.83	1794.29	1806.78	1857.6	1769.57	1950	1457.23	1498.22	1745.2	1697.45	2032.85	1896.65	1417.35	1923.14
51291	61.68	90.77	175.07	460.44	575.03	361.04	171.45	253.23	46.18	249.73	497	28.86	521.76	273.37	37.85	314.17	400.71
51292	1135.2	928.3	1519.15	2193.99	1540.37	941.27	1369.04	1508.65	1233.75	1167.14	1242.34	1151.06	1191.69	1498.22	1081.39	1819.35	1832.01
51293	961.07	708.18	1233.75	417.77	1313.23	384.34	384.34	684.02	698.41	353.59	1350.18	708.18	283.05	967.76	703.28	642.59	454.09
51294	108.9	56.28	149.12	19.11	43.32	49.91	13.22	80.57	88.26	49.56	71.5	51.71	19.39	127.89	55.1	69.52	57.49
51295	1208.34	934.76	1199.98	1242.34	1167.14	1059.11	902.89	1191.69	1277.29	860.08	995	995	642.59	872.1	981.29	981.29	995
51296	785.88	909.17	1096.5	813.63	947.83	753.83	1233.75	1135.2	620.67	616.37	2367.9	629.35	406.31	1286.18	583.07	693.58	612.11
51297	1.31	0	1.22	0	2417.67	0	0	60.82	0	0	1.77	0	0	0	0	0	0
51298	0	0	0	0.68	0	1.68	3.17	0	0	12.93	0	0	2.78	5.41	0	0	5.45
51299	249.73	420.68	1151.06	151.22	277.2	206.94	112.77	343.89	265.87	244.57	309.83	555.41	138.1	447.82	211.31	373.81	156.59
51300	1806.78	1662.49	1977.24	1909.85	2520.38	1909.85	2104.58	2061.24	1896.65	1662.49	1769.57	1304.15	1015.93	1819.35	1794.29	1572.76	1617
