	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-K4-A5RI-11A-11R-A28M-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GD-A3OQ-11A-21R-A220-07
763	0	0	0	2.34	0	0	0	0	0	0	0	0	0	0	0	0	0
765	0	0	0	0	0	0	34.02	0	0	1.62	0	0	0	0	0	0	0
766	0	0	0	0.68	0	0	0	0	0	0.41	0	0.44	0	1.83	1.31	0.79	0
767	31.9	18.16	49.91	14.67	58.3	8.45	3.66	23.76	46.84	6.67	11.73	23.59	14.45	10.71	35.5	5.96	25.35
768	7.51	0	12.27	7.17	3	7.11	2.05	12.36	4.39	2.53	4.31	5.77	3.56	25.91	2.25	1259.69	4.86
770	206.94	275.28	423.61	409.15	656.11	214.27	231.32	447.82	173.85	224.97	400.71	301.33	251.48	277.2	159.9	381.68	273.37
771	175.07	165.57	325.29	1857.6	511	954.43	1477.58	633.73	327.56	2319.15	1059.11	133.36	1757.34	1073.91	981.29	981.29	1896.65
773	3.08	6.62	13.42	1.73	24.46	5.06	3.23	9.13	2.18	7	8.13	8.32	1.08	7.69	2.66	10.55	4.82
774	3.92	0	0.41	2.36	1.83	0	0.4	0.4	0.87	0	0	0.44	0.36	0.74	0.44	0.4	0.38
775	748.61	974.5	555.41	21.63	29.48	44.89	87.03	493.56	915.51	35	47.5	1104.13	22.75	77.79	872.1	33.06	186.4
776	9.7	7.57	15.56	177.53	66.65	11.47	5.63	14.67	7.88	3.76	23.76	1.81	106.63	23.76	2.25	156.59	100.13
777	0	0	0	0	0	0	0	0.79	0.85	0.41	0.36	0.43	0	0.37	0	0	0.37
778	0	0.45	2.84	4.39	2.58	3	0.8	3.17	0	3.29	1.43	0	4.9	0.38	0	1.58	3.32
779	0	0	0.82	0	0	0.34	1.97	0.79	0	1.22	0.36	0.43	0.69	0.37	0.44	0.39	0
780	320.8	316.37	890.44	4010.71	4152.18	4066.71	4903.87	1322.37	343.89	2935.74	1991	329.84	4802.93	1896.65	412	4123.49	4181.07
781	624.99	583.07	336.79	21.63	50.63	33.54	62.12	228.13	476.71	39.5	85.82	728.11	32.82	187.71	514.56	51.71	118.43
782	71	95.34	115.97	115.16	102.97	82.29	92.7	131.51	94.67	35.76	83.45	64.34	109.66	70.01	106.63	90.14	118.43
783	514.56	733.19	325.29	23.08	17.51	27.84	79.45	376.41	764.36	14.24	86.43	463.65	46.5	71	511	32.13	87.65
784	454.09	176.29	318.57	612.11	583.07	438.59	511	336.79	234.57	348.71	441.64	173.85	348.71	567.1	348.71	368.65	536.45
785	112.77	186.4	99.43	8.19	5.96	5.77	40.93	60.82	93.35	4.17	19.53	420.68	3.92	30.78	96.68	9.13	22.1
786	0	0	0	0	0	0	0	0	0	0	0.71	0	0	0	0	0	0
788	368.65	307.69	381.68	164.42	403.5	229.72	220.32	441.64	420.68	183.82	351.14	271.48	112.77	336.79	476.71	190.34	373.81
790	450.94	366.09	500.46	460.44	595.34	438.59	500.46	441.64	403.5	277.2	423.61	281.09	251.48	511	409.15	327.56	529.06
793	0.91	0.47	31.9	0.72	35	0.37	14.67	2.41	0	0.85	1.81	0.46	0	220.32	3.56	6.31	1.14
794	22.43	84.04	102.25	5.19	22.92	15.56	65.26	23.08	92.05	190.34	33.06	146.03	33.78	40.64	84.63	41.22	19.25
795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	0	7.46	0	0	16.39	8.65	0	18.84	1.73	4.13	5.32	24.28	19.11	14.89	0.89	6.26	0
797	1.75	0	1.22	3.38	1.83	1.01	0	1.19	0.44	0.83	1.41	2.61	2.1	2.18	0	0.79	1.11
799	0.88	0	1.62	0.34	0	0	0	0.39	1.71	0.82	3.5	0.44	0	2.18	0.88	0.78	2.18
800	39237.98	39785.74	20170.07	1685.71	1151.06	1721.16	3690.52	15392.14	61571.56	1572.76	3372.43	35856.82	1794.29	7081.29	60304.42	2384.37	10808.41
801	14867.79	9215.48	9945.68	5403.7	7081.29	5112.16	13492.72	9673.69	13215.02	10296.45	6471.02	11664.82	5594.3	7130.55	13123.73	5403.7	6935.54
810	0.93	1.39	1.69	15.8	127	361.04	38164.99	6.06	2.25	24832.5	22.43	2.27	48.18	44.57	9.34	178.77	48.52
811	9151.82	7749.1	9215.48	8778.97	17558.94	13399.51	18689.27	7180.15	5751.61	11992.79	10659.59	5041.77	6607.01	16611.71	7130.55	9740.98	9606.86
813	6745.86	5076.84	2609.3	624.99	1199.98	1059.11	928.3	2061.24	3874.05	902.89	1685.71	4210.15	1015.93	2935.74	5403.7	1143.1	2400.97
814	90.77	8	29.91	11.55	48.87	16.75	21.78	52.82	13.03	32.36	58.71	11.82	34.75	93.35	10.16	73.03	53.19
815	108.9	186.4	154.42	14.67	4.13	3.76	17.64	117.6	211.31	10.39	28.65	150.17	4.28	25.72	211.31	7.17	46.18
816	6.57	5.73	8.06	4.43	1.5	4.7	13.03	3.17	3.47	8.19	2.14	4.82	2.12	10.55	10.88	1.99	3.32
817	878.17	1051.79	802.41	305.55	409.15	307.69	470.14	587.13	961.07	267.73	281.09	836.53	175.07	426.57	1208.34	218.79	579.04
818	3146.52	2701.35	2367.9	819.3	718.08	563.18	656.11	2537.92	3124.78	218.79	656.11	2434.5	348.71	684.02	3443.31	454.09	1127.35
819	1617	1183.45	1832.01	981.29	890.44	733.19	860.08	2061.24	1697.45	738.29	1199.98	1388.16	540.19	1304.15	1313.23	1008.9	780.44
820	2.2	10.08	12.18	0	15	1.69	13.83	3.56	17.13	9.85	10.24	0.89	0	1.85	0	1.58	2.94
821	5872.48	5329.3	5219.6	3515.68	4328.55	3103.19	4181.07	3847.29	5292.48	2875.3	3103.19	4802.93	2835.7	5831.91	5112.16	3639.7	4704.07
822	1313.23	988.12	2835.7	13872.08	5555.65	10959.3	6121.9	2956.17	1096.5	10225.32	5219.6	1001.93	8134.41	4802.93	1295.13	7081.29	8658.09
823	2163.77	1794.29	2915.45	8022.41	3874.05	7749.1	9088.59	3018.3	2148.82	7857.29	3716.2	1498.22	5791.62	4066.71	2148.82	4038.61	5403.7
824	1572.76	1963.57	2193.99	1583.71	2417.67	2682.69	2720.15	1936.53	1923.14	4123.49	2018.8	2061.24	2319.15	2434.5	2319.15	2075.59	2032.85
825	25.91	65.26	78.89	186.4	79.45	193.01	77.79	269.6	90.14	82.29	148.09	72.01	183.82	44.89	75.64	158.79	420.68
826	7749.1	7803.01	10368.08	10014.87	12160.22	11504.21	14065.74	10512.82	8247.98	15824.9	11035.54	8363.13	8658.09	9409.14	8840.04	9215.48	7803.01
827	56.28	50.98	63	12.55	25.54	28.86	21.78	46.18	10.39	39.5	91.41	58.3	14.35	68.07	18.03	8.32	29.91
828	147.06	137.14	941.27	7433.4	5147.73	2701.35	205.5	2148.82	214.27	612.11	2796.65	171.45	3467.27	2351.53	121.79	4388.98	4704.07
829	1015.93	928.3	1030.12	1529.73	2255.7	1950	3146.52	1225.22	753.83	2537.92	1498.22	802.41	1697.45	1883.54	656.11	1447.15	1697.45
830	6337.83	5672.41	4639.29	2047	2935.74	1977.24	1508.65	4010.71	5831.91	2163.77	2224.63	6745.86	2319.15	2796.65	6250.56	2400.97	3235.01
831	4066.71	4512.4	3928.15	5403.7	3443.31	5366.37	11189.6	3742.05	5183.54	14867.79	2997.45	5041.77	6516.03	3589.58	4639.29	5366.37	5441.3
832	10014.87	8963.45	8191	5147.73	5403.7	5441.3	7485.11	7589.61	9025.81	6471.02	7382.04	7803.01	4836.35	7130.55	9344.14	4358.66	5751.61
833	603.67	791.35	713.11	1340.84	665.29	915.51	1167.14	825	842.36	723.08	791.35	872.1	718.08	647.07	981.29	633.73	738.29
834	242.88	224.97	432.53	775.05	947.83	2209.26	1096.5	591.22	190.34	947.83	1167.14	248	698.41	1096.5	161.02	967.76	836.53
835	176.29	97.36	206.94	260.38	287.01	231.32	303.44	185.11	109.66	209.84	195.72	116.78	112.77	438.59	121.79	175.07	236.21
836	323.03	312	281.09	486.75	764.36	775.05	802.41	412	262.2	575.03	571.05	387.02	389.72	518.15	265.87	341.51	466.88
837	579.04	819.3	1151.06	1781.89	2004.85	2609.3	2502.97	1457.23	547.75	1844.76	2047	1322.37	1427.22	1685.71	403.5	1662.49	1477.58
838	0	0	5.28	1.03	2.2	3.99	0	3.96	0	2.48	7.75	0.89	3.86	4.39	3.96	2.76	3.66
839	457.25	299.25	381.68	555.41	802.41	341.51	186.4	503.95	518.15	122.64	307.69	256.78	202.66	412	332.14	265.87	470.14
840	312	265.87	454.09	728.11	470.14	1295.13	457.25	567.1	277.2	529.06	819.3	136.19	764.36	567.1	202.66	647.07	493.56
841	167.9	100.83	204.07	454.09	473.41	412	307.69	260.38	156.59	212.78	438.59	80.01	620.67	329.84	120.1	373.81	583.07
842	236.21	249.73	297.17	361.04	567.1	848.22	314.17	397.93	241.19	1467.37	507.46	177.53	1605.83	325.29	189.02	684.02	397.93
843	44.25	51.71	126.12	112.77	181.28	301.33	208.38	172.65	62.56	163.28	176.29	42.41	94.67	161.02	27.44	153.34	120.94
844	392.44	178.77	178.77	194.36	11.64	15	13.83	132.44	142.01	5.5	58.3	244.57	112.77	34.51	320.8	113.56	423.61
845	6164.49	5633.22	2777.33	201.25	42.11	164.42	493.56	2645.74	5555.65	98.73	414.87	3768.09	63.45	642.59	7280.4	39.79	1135.2
846	0	0	5.32	3.41	12.83	0.68	0.82	0.41	0	0.42	0.72	0	8.45	0.38	0	3.96	55.1
847	1350.18	1467.37	2061.24	3540.14	2351.53	1857.6	1127.35	2119.22	1819.35	480.04	2875.3	1159.07	2935.74	2018.8	1551.09	2119.22	3901.01
857	18178.19	13776.25	12943.04	1407.55	1378.57	2537.92	1936.53	11504.21	17197.56	1977.24	3491.39	11909.94	2609.3	7537.18	17558.94	5219.6	4239.45
858	1909.85	2271.4	1721.16	551.56	928.3	1286.18	1015.93	1674.06	2032.85	909.17	1295.13	2400.97	1806.78	1857.6	1883.54	2090.03	872.1
859	0.88	2.2	2.84	4.39	1.46	2.01	0.8	0	0	2.86	3.86	0.88	1.39	2.18	2.18	1.57	0.38
860	8.38	4.46	41.22	68.55	101.54	211.31	45.85	50.98	8.71	50.98	92.05	6.62	63.89	127.89	3.99	140.04	82.87
861	81.14	165.57	172.65	493.56	358.54	764.36	336.79	241.19	43.94	563.18	603.67	236.21	1066.48	420.68	42.41	599.49	603.67
862	239.52	190.34	198.47	23.59	24.11	21.32	22.92	146.03	224.97	10.88	19.68	140.04	24.46	88.26	223.41	56.28	75.64
863	50.27	41.81	97.36	127.89	66.65	91.41	61.68	84.63	84.04	97.36	125.24	36.01	53.19	73.54	30.56	82.29	115.16
864	21.63	33.06	113.56	42.11	166.73	99.43	90.14	182.55	32.13	190.34	571.05	12.36	158.79	221.86	19.82	98.73	105.89
865	293.07	329.84	466.88	450.94	674.59	540.19	567.1	406.31	258.57	633.73	607.87	301.33	988.12	884.29	228.13	860.08	616.37
866	0.88	0	0	0	0	1.33	0	1.19	0	0.41	0	0	0	0.74	0	0	0
867	152.28	149.12	159.9	55.49	125.24	37.59	58.3	119.26	163.28	89.51	68.07	123.5	83.45	132.44	170.25	90.77	119.26
868	320.8	579.04	511	301.33	234.57	127	102.97	460.44	493.56	208.38	518.15	620.67	281.09	293.07	289.02	251.48	228.13
869	25.72	3.14	31.45	1.39	1.14	7.75	8.78	21.63	11.3	11.55	14.56	20.11	14.03	113.56	13.22	21.16	2.25
871	6079.61	11909.94	2739.08	1350.18	3303	1923.14	1030.12	2591.27	2119.22	1104.13	3060.45	2875.3	1685.71	6381.92	3124.78	2485.67	3874.05
873	2075.59	1467.37	1757.34	1447.15	2645.74	2835.7	27553.49	1674.06	1572.76	3847.29	2451.44	1369.04	775.05	1583.71	1769.57	1388.16	1697.45
874	547.75	204.07	438.59	130.6	265.87	417.77	5147.73	529.06	381.68	947.83	473.41	195.72	107.38	281.09	518.15	202.66	285.03
875	134.3	94.67	269.6	181.28	98.04	49.91	242.88	101.54	138.1	29.48	118.43	193.01	234.57	111.99	198.47	125.24	144.01
881	28.45	21.78	5.28	1.36	2.2	4.66	1.2	5.5	6.46	8.99	26.1	18.56	9.7	3.66	29.48	7.82	8
883	98.04	101.54	161.02	409.15	111.99	115.97	114.36	120.1	141.02	105.15	109.66	98.04	212.78	94.01	122.64	281.09	267.73
885	0	0	8.13	5.77	11.64	19.53	1.62	6.31	0	8.58	8.78	15.11	17	19.97	0	8.19	4.06
886	1.3	0	0	0.34	1.45	0	0	0	0	0	0	0	0	0	0	0	1.45
887	18.03	2.63	5.23	0	0	0.35	0	1.58	0.87	0	1.07	7.34	0.71	0	0	0.4	1.1
889	397.93	486.75	432.53	417.77	351.14	368.65	303.44	395.18	435.55	248	218.79	389.72	256.78	426.57	320.8	426.57	551.56
890	660.68	17.64	65.72	13.32	236.21	27.44	343.89	63.45	17.77	197.09	110.43	8.85	9.56	283.05	11.47	55.49	37.85
891	1111.82	87.03	221.86	152.28	796.86	105.89	1397.83	187.71	69.52	866.07	277.2	68.55	54.72	1639.59	76.71	269.6	169.07
892	780.44	633.73	674.59	854.13	651.58	713.11	1096.5	688.78	679.29	1073.91	759.08	884.29	1081.39	934.76	616.37	748.61	842.36
894	1781.89	1639.59	954.43	351.14	218.79	265.87	271.48	941.27	1199.98	336.79	429.54	1250.98	389.72	759.08	1651	521.76	642.59
896	1259.69	961.07	1417.35	1340.84	1477.58	1340.84	1208.34	1427.22	1135.2	1388.16	1639.59	1008.9	866.07	1135.2	981.29	1066.48	995
898	92.7	59.13	37.85	88.26	108.14	51.35	109.66	90.14	75.11	141.02	111.21	26.47	76.71	353.59	52.08	120.94	125.24
899	76.17	14.03	45.53	204.07	128.79	64.8	98.04	37.05	15.91	47.17	90.77	8.32	65.72	189.02	8.32	166.73	193.01
900	2434.5	2303.12	2895.31	3955.48	1709.26	2032.85	1896.65	2816.11	2701.35	1397.83	2148.82	3515.68	1733.13	2400.97	2119.22	2240.11	2895.31
901	607.87	470.14	624.99	728.11	866.07	327.56	1350.18	708.18	718.08	2004.85	466.88	769.69	329.84	915.51	688.78	723.08	1268.46
902	493.56	698.41	708.18	759.08	521.76	629.35	660.68	718.08	447.82	890.44	1037.29	1225.22	1572.76	902.89	466.88	902.89	559.28
904	163.28	183.82	189.02	173.85	156.59	110.43	102.25	173.85	205.5	146.03	125.24	318.57	249.73	155.5	149.12	285.03	218.79
905	149.12	201.25	232.94	348.71	205.5	341.51	197.09	242.88	190.34	204.07	182.55	150.17	371.22	241.19	172.65	341.51	507.46
908	2148.82	2319.15	2240.11	3018.3	2701.35	2384.37	3847.29	2193.99	2485.67	2835.7	2739.08	2502.97	2915.45	3768.09	2178.83	2520.38	2133.97
909	0.45	1.33	4.86	1.36	11.21	94.01	46.18	31.45	0	15	10.47	0	8.99	13.03	0	2.36	1.85
910	0.88	0	0.83	1.03	10.55	25.35	5.54	5.11	0	6.11	82.29	0.44	3.5	6.16	1.75	1.57	2.56
911	18.7	63	92.05	27.25	180.02	309.83	77.25	124.37	9.06	147.06	221.86	19.53	82.87	169.07	17	63.45	126.12
912	10.16	28.65	26.1	13.62	45.85	36.79	21.16	58.3	6.11	30.34	88.88	8.38	16.15	84.04	6.21	17.64	27.05
913	0	14.03	15	16.88	88.88	195.72	52.45	50.98	5.63	64.8	112.77	5.28	46.18	122.64	2.66	19.97	73.03
914	23.25	38.4	198.47	151.22	507.46	181.28	185.11	463.65	10.39	251.48	1051.79	17.13	167.9	620.67	14.56	232.94	287.01
915	31.67	87.65	525.39	181.28	708.18	341.51	400.71	738.29	19.53	447.82	1950	32.82	277.2	954.43	5.77	403.5	348.71
916	30.34	100.83	532.74	293.07	1030.12	297.17	511	934.76	27.84	688.78	2119.22	27.64	493.56	1216.75	15.91	595.34	457.25
917	9.2	9.7	64.34	27.25	100.83	31	45.21	134.3	3.89	75.64	291.04	3.06	72.01	170.25	7	74.58	79.45
919	18.97	24.46	120.94	68.55	248	105.89	206.94	234.57	10.96	178.77	579.04	12.36	106.63	329.84	18.56	113.56	120.94
920	343.89	343.89	476.71	599.49	612.11	358.54	182.55	583.07	346.29	363.56	1709.26	155.5	1081.39	1088.92	157.68	1183.45	921.88
921	13.62	18.43	68.07	21.94	159.9	53.95	56.28	153.34	3.5	120.94	507.46	4.86	61.25	194.36	4.43	62.12	57.08
922	0	0	0.82	0	0.73	1.66	0	0.39	0	0	2.1	0.44	0	0.37	0	0	0
923	7.94	13.72	88.26	48.87	191.67	76.17	86.43	251.48	2.63	156.59	642.59	7.46	106.63	178.77	6.62	115.16	84.04
924	16.39	25.17	202.66	142.01	444.72	193.01	500.46	348.71	13.12	438.59	2609.3	42.11	497	532.74	14.67	323.03	204.07
925	14.03	15	181.28	181.28	220.32	170.25	209.84	96.01	1.77	193.01	629.35	11.47	555.41	571.05	6.62	525.39	314.17
926	14.03	15.91	96.01	86.43	327.56	91.41	139.07	74.58	1.75	89.51	339.14	4.86	122.64	249.73	2.23	351.14	185.11
928	9409.14	9740.98	13033.07	22692.63	21320.18	20310.37	29736.59	12676.65	11112.3	24832.5	16843.62	12160.22	40341.14	15285.81	10014.87	29943.43	21320.18
929	2240.11	2468.49	915.51	217.27	651.58	738.29	647.07	1119.56	921.88	753.83	5292.48	1008.9	490.14	1111.82	915.51	688.78	830.75
930	34.51	55.89	208.38	5.5	176.29	2.05	128.79	400.71	7.82	202.66	351.14	5.32	0.74	42.11	5.32	0.83	3.38
931	75.64	199.85	476.71	7.51	476.71	1.71	285.03	1250.98	0.46	397.93	579.04	0.47	4.98	97.36	0	14.24	7.82
932	0	0	0	0	0	0	0	0	3.44	0	1.41	1.73	0	0.73	4.35	2.34	0.37
933	55.89	112.77	514.56	7.63	231.32	35.76	161.02	599.49	84.04	187.71	376.41	30.34	27.25	88.88	36.27	24.99	57.08
939	36.79	63.45	323.03	66.18	525.39	88.26	206.94	392.44	24.81	277.2	1073.91	11.47	32.59	384.34	20.86	68.55	111.21
940	35.25	51.71	38.4	5.45	62.12	15	13.12	88.26	10.39	47.5	217.27	14.78	31.22	110.43	5.73	12.18	14.67
941	1.77	2.66	14.89	1.38	4.03	6.67	0.82	17.9	0	5.32	37.85	2.2	19.68	16.63	0.89	9.34	5.11
942	57.89	119.26	87.65	33.3	126.12	88.88	50.27	120.94	59.55	150.17	514.56	34.75	148.09	217.27	28.65	127	66.18
943	10.08	15	49.56	3.44	12.09	7.75	9.56	35	9.56	8.65	72.01	48.52	3.89	35.25	15.34	3.2	5.54
944	18.84	38.12	72.01	19.68	59.13	19.11	26.67	57.49	25.91	121.79	291.04	20.11	55.89	48.87	14.56	28.65	24.99
945	113.56	111.99	72.52	36.27	85.22	111.99	42.41	105.89	82.87	59.13	262.2	100.13	35.76	126.12	57.08	68.55	77.79
946	38.95	33.54	40.64	2.78	11.91	11.82	9.63	30.12	144.01	11.21	14.24	26.28	8.13	38.4	49.91	6.36	15.91
947	2855.44	1857.6	5147.73	775.05	1242.34	1175.27	285.03	2555.58	3303	679.29	2400.97	2178.83	1059.11	3467.27	2537.92	1936.53	1857.6
948	660.68	1477.58	1369.04	38.4	518.15	159.9	3103.19	1199.98	1268.46	493.56	909.17	1628.26	334.46	1697.45	995	323.03	348.71
949	309.83	341.51	981.29	255	336.79	283.05	503.95	567.1	336.79	348.71	802.41	323.03	339.14	497	366.09	450.94	420.68
950	1936.53	1733.13	2047	1757.34	2119.22	1617	1127.35	1498.22	1697.45	995	1662.49	1896.65	2224.63	2720.15	1540.37	2090.03	2816.11
951	267.73	830.75	1331.57	182.55	1447.15	258.57	616.37	2537.92	269.6	1594.73	2555.58	205.5	220.32	1081.39	137.14	239.52	264.03
952	21.94	19.53	127	6.52	56.68	24.81	54.72	71	7	45.85	166.73	13.62	14.78	43.32	6.26	10.71	9.27
953	2835.7	1781.89	1359.57	305.55	518.15	255	366.09	1498.22	1437.15	264.03	571.05	1437.15	199.85	1096.5	1832.01	264.03	511
954	39.79	47.84	80.57	28.45	23.93	33.78	78.34	46.5	22.92	66.18	19.53	75.11	35	72.01	31.67	23.59	47.5
955	571.05	571.05	463.65	1044.52	1304.15	802.41	698.41	738.29	555.41	567.1	638.15	373.81	1051.79	703.28	490.14	753.83	909.17
956	10.71	7.69	215.77	1066.48	483.38	480.04	186.4	166.73	7.94	143.01	371.22	16.39	1572.76	86.43	11.64	872.1	954.43
957	115.97	82.29	209.84	571.05	275.28	246.28	283.05	403.5	105.15	148.09	133.36	83.45	379.04	224.97	110.43	525.39	1286.18
958	269.6	303.44	743.43	830.75	954.43	1159.07	295.11	775.05	334.46	414.87	1030.12	503.95	486.75	693.58	269.6	1081.39	603.67
959	0.88	3.96	28.65	10.79	103.69	17	22.1	75.11	7.75	34.26	67.12	2.63	11.82	34.26	4.82	32.82	21.16
960	4937.99	8305.36	3768.09	2537.92	2075.59	5479.15	9540.5	4543.8	3901.01	5913.33	4543.8	10733.74	5995.9	4328.55	4512.4	5555.65	4298.64
961	1594.73	1233.75	1313.23	1167.14	2915.45	7642.41	1769.57	1832.01	1427.22	3768.09	1923.14	1191.69	1628.26	1923.14	1037.29	1407.55	1529.73
962	106.63	339.14	665.29	187.71	1322.37	293.07	457.25	1104.13	88.88	921.88	1745.2	121.79	323.03	981.29	38.12	500.46	348.71
963	341.51	603.67	825	281.09	1277.29	490.14	521.76	1467.37	395.18	1008.9	2835.7	277.2	529.06	1119.56	205.5	417.77	483.38
965	301.33	244.57	339.14	395.18	559.28	497	836.53	291.04	265.87	718.08	684.02	255	1295.13	438.59	353.59	406.31	483.38
966	10368.08	8598.28	8363.13	8778.97	8247.98	8421.31	6699.25	8778.97	8538.88	19618.49	10225.32	12244.81	16960.78	11424.74	8078.22	11664.82	9215.48
967	32767	30572.63	33455.53	24832.5	33922.56	22225.61	16383	26986.43	26614.89	15075.35	35118.87	38430.46	27174.14	34396.12	25354.3	26800.01	23986.58
968	2004.85	2104.58	2047	1857.6	1096.5	2739.08	4419.52	1674.06	2271.4	4010.71	5219.6	1001.93	2255.7	2485.67	947.83	2255.7	1781.89
969	108.14	295.11	583.07	100.13	575.03	297.17	158.79	587.13	500.46	429.54	624.99	473.41	463.65	361.04	36.53	693.58	403.5
970	0	12.64	22.92	6.11	69.52	6.67	28.65	54.72	7.75	26.47	96.01	7.82	9.41	36.27	5.28	13.62	9.48
971	33.78	23.42	113.56	34.51	80.57	46.84	61.68	211.31	7.88	101.54	277.2	22.43	96.01	53.19	9.34	27.64	28.45
972	14663.09	22535.88	43840.21	25530.66	42346.82	83528.61	34396.12	63742.91	12244.81	40621.74	136637.07	15607.02	26614.89	65990.84	11112.3	24321.43	23986.58
973	167.9	417.77	1781.89	100.13	1769.57	12.55	713.11	1806.78	7.46	1369.04	3235.01	4.9	11.73	387.02	3.59	23.25	10.79
974	159.9	248	878.17	130.6	743.43	87.03	332.14	1001.93	62.56	551.56	1519.15	76.17	48.52	395.18	66.18	182.55	98.73
975	29736.59	25530.66	35856.82	28328.16	13681.08	13492.72	10808.41	31432.17	29943.43	10154.69	27745.15	25530.66	20030.74	25005.23	25887.07	23169.48	25708.25
976	2739.08	3325.99	1857.6	915.51	842.36	748.61	503.95	2520.38	1896.65	688.78	2193.99	2240.11	4038.61	1051.79	2701.35	1073.91	1183.45
977	10296.45	11424.74	10808.41	4239.45	8078.22	4210.15	5292.48	10014.87	7911.95	2915.45	7280.4	11909.94	5076.84	8134.41	15934.98	3372.43	6381.92
978	99.43	148.09	189.02	38.95	52.45	101.54	1127.35	61.68	180.02	3540.14	244.57	116.78	41.81	121.79	102.25	79.45	71
983	688.78	25.54	94.01	39.79	201.25	84.63	665.29	92.05	24.63	429.54	199.85	30.56	12.93	748.61	11.91	129.69	96.01
984	595.34	607.87	473.41	728.11	426.57	860.08	532.74	884.29	698.41	583.07	915.51	616.37	1286.18	738.29	688.78	825	629.35
987	277.2	223.41	379.04	1015.93	967.76	638.15	674.59	353.59	204.07	651.58	397.93	249.73	660.68	493.56	217.27	595.34	872.1
988	356.05	441.64	323.03	271.48	329.84	264.03	249.73	320.8	358.54	291.04	256.78	363.56	323.03	325.29	341.51	314.17	309.83
989	5147.73	4769.75	4358.66	1857.6	3257.52	1883.54	2240.11	3540.14	4388.98	2351.53	2645.74	4419.52	1857.6	3325.99	5555.65	2193.99	2591.27
990	197.09	26.67	34.26	30.34	182.55	72.01	153.34	27.84	10.39	150.17	68.55	10.08	70.01	368.65	11.82	90.14	75.64
991	775.05	16.88	140.04	15.68	884.29	96.01	854.13	118.43	11.3	551.56	248	25.91	19.68	974.5	14.56	165.57	63.89
993	63	3.11	26.67	8.13	34.26	29.48	75.64	19.25	5.19	71	23.42	5.28	14.24	148.09	2.66	40.36	13.52
994	555.41	454.09	529.06	135.24	500.46	244.57	493.56	497	426.57	423.61	493.56	579.04	208.38	607.87	392.44	400.71	406.31
995	206.94	3.92	9.7	3.03	50.27	7.28	35	10.16	1.28	38.12	24.11	1.3	2.07	90.77	3.06	12.83	6.21
996	718.08	518.15	543.96	297.17	629.35	373.81	366.09	387.02	476.71	441.64	334.46	759.08	303.44	723.08	647.07	409.15	559.28
997	1639.59	1322.37	1340.84	1044.52	1561.89	974.5	1277.29	1427.22	1605.83	995	1498.22	941.27	819.3	1111.82	1674.06	884.29	896.64
998	4575.41	4512.4	5711.87	6037.61	6250.56	6079.61	4972.34	4671.57	3928.15	5995.9	5041.77	5479.15	6337.83	6079.61	4239.45	6294.04	5791.62
999	8	7.63	356.05	3124.78	3515.68	3419.52	2796.65	878.17	0.91	3395.89	1225.22	4.9	5112.16	2224.63	6.73	2976.74	2875.3
1000	89.51	91.41	69.52	18.29	4.1	23.08	4.43	21.32	21.63	7.46	6.78	27.84	5.63	9.93	237.86	4.78	9.2
1001	4.03	8.06	78.34	555.41	660.68	395.18	934.76	228.13	0.91	346.29	271.48	7.11	152.28	947.83	1.36	392.44	406.31
1002	1.77	0.46	4.46	3.72	2.94	2.01	0.82	4.35	0.88	0.84	7.75	1.77	26.1	1.85	0.45	13.22	8
1003	447.82	387.02	1044.52	128.79	224.97	267.73	129.69	521.76	414.87	381.68	493.56	669.92	303.44	896.64	283.05	403.5	199.85
1004	135.24	63.45	59.97	14.03	22.92	19.82	6.89	43.94	162.14	33.06	52.82	44.89	49.56	104.42	100.13	64.34	32.82
1005	0	0.88	0.41	0.35	4.7	0.67	0	0	2.14	0	0	0.88	0	1.1	0	0	0
1006	8.78	2.23	10.96	6.46	13.62	49.56	16.27	8.32	3.06	8.65	10.63	2.66	44.89	51.35	0.91	52.08	37.05
1007	0	0	0	0.34	1.81	0.34	0	0	0	0	0	0	0	0	0	0.78	1.08
1008	9.93	0.45	2.84	4.39	6.57	2.34	0	8.58	1.73	0.83	2.81	1.75	1.06	3.63	0.88	4.28	4.39
1009	1977.24	780.44	860.08	119.26	264.03	138.1	96.01	514.56	518.15	151.22	406.31	848.22	432.53	1651	713.11	796.86	974.5
1010	2.63	0.89	2.84	5.06	2.94	0.68	0	0.41	0.44	0	0	2.18	54.33	3.66	0	23.25	50.63
